,id,nom_serie,numero_episode,numero_saison,date_diffusion,pays,chaine_diffusion,url
454,455,Élite,7,7,20-10-2023,Etats-Unis,Netflix,episode07-407356-20102023-saison7-Elite.html
455,456,Élite,8,7,20-10-2023,Etats-Unis,Netflix,episode08-407357-20102023-saison7-Elite.html
456,457,Familjen Andersson,10,1,20-10-2023,Suède,SVT Play,episode10-409541-20102023-saison1-Familjen-Andersson.html
457,458,Gen V,6,1,20-10-2023,Etats-Unis,Prime Video,episode06-408430-20102023-saison1-Gen-V.html
458,459,Goosebumps (2023),6,1,20-10-2023,Etats-Unis,Disney+,episode06-409983-20102023-saison1-Goosebumps-(2023).html
459,460,Lessons In Chemistry,3,1,20-10-2023,Etats-Unis,Apple TV+,episode03-406599-20102023-saison1-Lessons-In-Chemistry.html
460,461,Power Book IV: Force,8,2,20-10-2023,Etats-Unis,Starz,episode08-410987-20102023-saison2-Power-Book-IV-Force.html
461,462,Shining Vale,2,2,20-10-2023,Etats-Unis,Starz,episode02-411122-20102023-saison2-Shining-Vale.html
462,463,SOKO Leipzig,9,24,20-10-2023,Allemagne,ZDF,episode09-410563-20102023-saison24-SOKO-Leipzig.html
463,464,Still Up,7,1,20-10-2023,Etats-Unis,Apple TV+,episode07-408948-20102023-saison1-Still-Up.html
464,465,The Good Ship Murder,2,1,20-10-2023,Royaume-Uni,Channel 5,episode02-410953-20102023-saison1-The-Good-Ship-Murder.html
465,466,Transplant,3,4,20-10-2023,Canada,CTV,episode03-409839-20102023-saison4-Transplant.html
466,467,Upload,1,3,20-10-2023,Etats-Unis,Prime Video,episode01-410010-20102023-saison3-Upload.html
467,468,Upload,2,3,20-10-2023,Etats-Unis,Prime Video,episode02-410011-20102023-saison3-Upload.html
468,469,Yaratilan,1,1,20-10-2023,Etats-Unis,Netflix,episode01-409988-20102023-saison1-Yaratilan.html
469,470,Yaratilan,2,1,20-10-2023,Etats-Unis,Netflix,episode02-411327-20102023-saison1-Yaratilan.html
470,471,Yaratilan,3,1,20-10-2023,Etats-Unis,Netflix,episode03-411328-20102023-saison1-Yaratilan.html
471,472,Yaratilan,4,1,20-10-2023,Etats-Unis,Netflix,episode04-411329-20102023-saison1-Yaratilan.html
472,473,Yaratilan,5,1,20-10-2023,Etats-Unis,Netflix,episode05-411330-20102023-saison1-Yaratilan.html
473,474,Yaratilan,6,1,20-10-2023,Etats-Unis,Netflix,episode06-411331-20102023-saison1-Yaratilan.html
474,475,Yaratilan,7,1,20-10-2023,Etats-Unis,Netflix,episode07-411332-20102023-saison1-Yaratilan.html
475,476,Yaratilan,8,1,20-10-2023,Etats-Unis,Netflix,episode08-411333-20102023-saison1-Yaratilan.html
476,477,All Rise,16,3,21-10-2023,Etats-Unis,OWN,episode16-410330-21102023-saison3-All-Rise.html
477,478,Boomer,8,1,21-10-2023,Belgique,Één,episode08-409829-21102023-saison1-Boomer.html
478,479,Billy the Kid,2,2,22-10-2023,Etats-Unis,Epix,episode02-409588-22102023-saison2-Billy-the-Kid.html
479,480,Bob's Burgers,3,14,22-10-2023,Etats-Unis,Fox,episode03-410885-22102023-saison14-Bob-s-Burgers.html
480,481,Entre Tierras,7,1,22-10-2023,Espagne,ATRESplayer,episode07-410973-22102023-saison1-Entre-Tierras.html
481,482,Family Guy,3,22,22-10-2023,Etats-Unis,Fox,episode03-410998-22102023-saison22-Family-Guy.html
482,483,Fear the Walking Dead,7,8,22-10-2023,Etats-Unis,AMC,episode07-408754-22102023-saison8-Fear-the-Walking-Dead.html
483,484,Heartland (CA),4,17,22-10-2023,Canada,CBC,episode04-410871-22102023-saison17-Heartland-(CA).html
484,485,Krapopolis,5,1,22-10-2023,Etats-Unis,Fox,episode05-410699-22102023-saison1-Krapopolis.html
485,486,Les Mystères de l'amour,11,33,22-10-2023,France,TMC,episode11-410883-22102023-saison33-Les-Mysteres-de-l-amour.html
486,487,Rick and Morty,2,7,22-10-2023,Etats-Unis,Adult Swim,episode02-410175-22102023-saison7-Rick-and-Morty.html
487,488,SkyMed,4,2,22-10-2023,Canada,CBC Gem,episode04-411101-22102023-saison2-SkyMed.html
488,489,The Simpsons,3,35,22-10-2023,Etats-Unis,Fox,episode03-410884-22102023-saison35-The-Simpsons.html
489,490,The Villains of Valley View,17,2,22-10-2023,Etats-Unis,Disney Channel,episode17-411283-22102023-saison2-The-Villains-of-Valley-View.html
490,491,The Winter King,8,1,22-10-2023,Royaume-Uni,ITVX,episode08-409134-22102023-saison1-The-Winter-King.html
491,492,30 Monedas,1,2,23-10-2023,Europe,HBO Europe,episode01-410606-23102023-saison2-30-Monedas.html
492,493,5è Rang,7,6,23-10-2023,Canada,Radio Canada,episode07-411293-23102023-saison6-5e-Rang.html
493,494,Acting Good,2,2,23-10-2023,Canada,The Comedy Network,episode02-411294-23102023-saison2-Acting-Good.html
494,495,Harry Wild,4,2,23-10-2023,Etats-Unis,Acorn TV,episode04-410202-23102023-saison2-Harry-Wild.html
495,496,Murdoch Mysteries,4,17,23-10-2023,Canada,Citytv,episode04-410872-23102023-saison17-Murdoch-Mysteries.html
496,497,Narvalo,7,3,23-10-2023,France,Canal+,episode07-410631-23102023-saison3-Narvalo.html
497,498,SOKO Potsdam,5,6,23-10-2023,Allemagne,ZDF,episode05-410910-23102023-saison6-SOKO-Potsdam.html
498,499,Spooky Files,1,1,23-10-2023,Royaume-Uni,CBBC,episode01-411213-23102023-saison1-Spooky-Files.html
499,500,Spooky Files,2,1,23-10-2023,Royaume-Uni,CBBC,episode02-411214-23102023-saison1-Spooky-Files.html
500,501,Spooky Files,3,1,23-10-2023,Royaume-Uni,CBBC,episode03-411215-23102023-saison1-Spooky-Files.html
501,502,Spooky Files,4,1,23-10-2023,Royaume-Uni,CBBC,episode04-411216-23102023-saison1-Spooky-Files.html
502,503,Spooky Files,5,1,23-10-2023,Royaume-Uni,CBBC,episode05-411217-23102023-saison1-Spooky-Files.html
503,504,The Irrational,5,1,23-10-2023,Etats-Unis,NBC,episode05-409864-23102023-saison1-The-Irrational.html
504,505,Found,4,1,24-10-2023,Etats-Unis,NBC,episode04-409895-24102023-saison1-Found.html
505,506,The Oval,2,5,24-10-2023,Etats-Unis,BET,episode02-411123-24102023-saison5-The-Oval.html
506,507,Absolutni debiutanci,1,1,25-10-2023,Etats-Unis,Netflix,episode01-410956-25102023-saison1-Absolutni-debiutanci.html
507,508,American Horror Story,6,12,25-10-2023,Etats-Unis,FX,episode06-410999-25102023-saison12-American-Horror-Story.html
508,509,Chucky,4,3,25-10-2023,Etats-Unis,Syfy,episode04-409117-25102023-saison3-Chucky.html
509,510,Cooper's Bar,4,2,25-10-2023,Etats-Unis,AMC,episode04-411064-25102023-saison2-Cooper-s-Bar.html
510,511,Hudson & Rex,4,6,25-10-2023,Canada,Citytv,episode04-411098-25102023-saison6-Hudson--Rex.html
511,512,Invasion (2021),10,2,25-10-2023,Etats-Unis,Apple TV+,episode10-407974-25102023-saison2-Invasion-(2021).html
512,513,Magnum P.I. (2018),14,5,25-10-2023,Etats-Unis,NBC,episode14-410786-25102023-saison5-Magnum-PI-(2018).html
513,514,Quantum Leap (2022),4,2,25-10-2023,Etats-Unis,NBC,episode04-410254-25102023-saison2-Quantum-Leap-(2022).html
514,515,Robyn Hood,5,1,25-10-2023,Canada,Global,episode05-411016-25102023-saison1-Robyn-Hood.html
515,516,Sistas,13,6,25-10-2023,Etats-Unis,BET,episode13-411158-25102023-saison6-Sistas.html
516,517,SurrealEstate,4,2,25-10-2023,Etats-Unis,Syfy,episode04-410886-25102023-saison2-SurrealEstate.html
517,518,The Morning Show,8,3,25-10-2023,Etats-Unis,Apple TV+,episode08-407703-25102023-saison3-The-Morning-Show.html
518,519,The Worst of Evil,10,1,25-10-2023,Etats-Unis,Disney+,episode10-410772-25102023-saison1-The-Worst-of-Evil.html
519,520,The Worst of Evil,11,1,25-10-2023,Etats-Unis,Disney+,episode11-410773-25102023-saison1-The-Worst-of-Evil.html
520,521,The Worst of Evil,12,1,25-10-2023,Etats-Unis,Disney+,episode12-410774-25102023-saison1-The-Worst-of-Evil.html
521,522,Young Dylan,8,4,25-10-2023,Etats-Unis,Nickelodeon,episode08-410988-25102023-saison4-Young-Dylan.html
522,523,All Creatures Great and Small (2020),4,4,26-10-2023,Royaume-Uni,Channel 5,episode04-410984-26102023-saison4-All-Creatures-Great-and-Small-(2020).html
523,524,American Horror Stories,1,3,26-10-2023,Etats-Unis,FX,episode01-409055-26102023-saison3-American-Horror-Stories.html
524,525,American Horror Stories,2,3,26-10-2023,Etats-Unis,FX,episode02-411055-26102023-saison3-American-Horror-Stories.html
525,526,American Horror Stories,3,3,26-10-2023,Etats-Unis,FX,episode03-411056-26102023-saison3-American-Horror-Stories.html
526,527,American Horror Stories,4,3,26-10-2023,Etats-Unis,FX,episode04-411057-26102023-saison3-American-Horror-Stories.html
527,528,À La Carte,7,2,26-10-2023,Etats-Unis,ALLBLK,episode07-410520-26102023-saison2-A-La-Carte.html
528,529,Doom Patrol,10,4,26-10-2023,Etats-Unis,HBO Max,episode10-410007-26102023-saison4-Doom-Patrol.html
529,530,Frasier (2023),4,1,26-10-2023,Etats-Unis,Paramount+,episode04-409726-26102023-saison1-Frasier-(2023).html
530,531,La Mesias,4,1,26-10-2023,Espagne,Moviestar+,episode04-410546-26102023-saison1-La-Mesias.html
531,532,Loki,4,2,26-10-2023,Etats-Unis,Disney+,episode04-410904-26102023-saison2-Loki.html
532,533,LT-21,5,1,26-10-2023,France,OCS,episode05-408966-26102023-saison1-LT-21.html
533,534,LT-21,6,1,26-10-2023,France,OCS,episode06-408967-26102023-saison1-LT-21.html
534,535,Our Flag Means Death,8,2,26-10-2023,Etats-Unis,HBO Max,episode08-409669-26102023-saison2-Our-Flag-Means-Death.html
535,536,Pluto,1,1,26-10-2023,Etats-Unis,Netflix,episode01-406634-26102023-saison1-Pluto.html
536,537,Star Trek: Lower Decks,9,4,26-10-2023,Etats-Unis,Paramount+,episode09-409763-26102023-saison4-Star-Trek-Lower-Decks.html
537,538,The Vanishing Triangle,1,1,26-10-2023,Etats-Unis,SundanceTV,episode01-410193-26102023-saison1-The-Vanishing-Triangle.html
538,539,The Vanishing Triangle,2,1,26-10-2023,Etats-Unis,SundanceTV,episode02-410194-26102023-saison1-The-Vanishing-Triangle.html
539,540,Billions,12,7,27-10-2023,Etats-Unis,Showtime,episode12-409777-27102023-saison7-Billions.html
540,541,Bosch: Legacy,5,2,27-10-2023,Etats-Unis,Amazon Freevee,episode05-409711-27102023-saison2-Bosch-Legacy.html
541,542,Bosch: Legacy,6,2,27-10-2023,Etats-Unis,Amazon Freevee,episode06-409712-27102023-saison2-Bosch-Legacy.html
542,543,Fellow Travelers 1,1,1,27-10-2023,Etats-Unis,Showtime,episode01-409066-27102023-saison1-Fellow-Travelers-1.html
543,544,Gen V,7,1,27-10-2023,Etats-Unis,Prime Video,episode07-408431-27102023-saison1-Gen-V.html
544,545,Goosebumps (2023),7,1,27-10-2023,Etats-Unis,Disney+,episode07-409984-27102023-saison1-Goosebumps-(2023).html
545,546,Lessons In Chemistry,4,1,27-10-2023,Etats-Unis,Apple TV+,episode04-406600-27102023-saison1-Lessons-In-Chemistry.html
546,547,Memento Mori,1,1,27-10-2023,Etats-Unis,Prime Video,episode01-410947-27102023-saison1-Memento-Mori.html
547,548,Shining Vale,3,2,27-10-2023,Etats-Unis,Starz,episode03-411124-27102023-saison2-Shining-Vale.html
548,549,SOKO Leipzig,10,24,27-10-2023,Allemagne,ZDF,episode10-410564-27102023-saison24-SOKO-Leipzig.html
549,550,Still Up,8,1,27-10-2023,Etats-Unis,Apple TV+,episode08-408949-27102023-saison1-Still-Up.html
550,551,The Good Ship Murder,3,1,27-10-2023,Royaume-Uni,Channel 5,episode03-410954-27102023-saison1-The-Good-Ship-Murder.html
551,552,Tore,1,1,27-10-2023,Etats-Unis,Netflix,episode01-410156-27102023-saison1-Tore.html
552,553,Tore,2,1,27-10-2023,Etats-Unis,Netflix,episode02-410157-27102023-saison1-Tore.html
553,554,Tore,3,1,27-10-2023,Etats-Unis,Netflix,episode03-410158-27102023-saison1-Tore.html
554,555,Tore,4,1,27-10-2023,Etats-Unis,Netflix,episode04-410159-27102023-saison1-Tore.html
555,556,Tore,5,1,27-10-2023,Etats-Unis,Netflix,episode05-410160-27102023-saison1-Tore.html
556,557,Tore,6,1,27-10-2023,Etats-Unis,Netflix,episode06-410161-27102023-saison1-Tore.html
557,558,Transplant,4,4,27-10-2023,Canada,CTV,episode04-409840-27102023-saison4-Transplant.html
558,559,Upload,3,3,27-10-2023,Etats-Unis,Prime Video,episode03-410012-27102023-saison3-Upload.html
559,560,Upload,4,3,27-10-2023,Etats-Unis,Prime Video,episode04-410013-27102023-saison3-Upload.html
560,561,All Rise,17,3,28-10-2023,Etats-Unis,OWN,episode17-410331-28102023-saison3-All-Rise.html
561,562,Boomer,9,1,28-10-2023,Belgique,Één,episode09-409830-28102023-saison1-Boomer.html
562,563,Billy the Kid,3,2,29-10-2023,Etats-Unis,Epix,episode03-409589-29102023-saison2-Billy-the-Kid.html
563,564,Bob's Burgers,4,14,29-10-2023,Etats-Unis,Fox,episode04-410887-29102023-saison14-Bob-s-Burgers.html
564,565,Entre Tierras,8,1,29-10-2023,Espagne,ATRESplayer,episode08-410974-29102023-saison1-Entre-Tierras.html
565,566,Fear the Walking Dead,8,8,29-10-2023,Etats-Unis,AMC,episode08-408755-29102023-saison8-Fear-the-Walking-Dead.html
566,567,Heartland (CA),5,17,29-10-2023,Canada,CBC,episode05-411244-29102023-saison17-Heartland-(CA).html
567,568,Krapopolis,6,1,29-10-2023,Etats-Unis,Fox,episode06-410700-29102023-saison1-Krapopolis.html
568,569,Les Mystères de l'amour,12,33,29-10-2023,France,TMC,episode12-411100-29102023-saison33-Les-Mysteres-de-l-amour.html
569,570,Rick and Morty,3,7,29-10-2023,Etats-Unis,Adult Swim,episode03-411159-29102023-saison7-Rick-and-Morty.html
570,571,SkyMed,5,2,29-10-2023,Canada,CBC Gem,episode05-411280-29102023-saison2-SkyMed.html
571,572,The Gilded Age,1,2,29-10-2023,Etats-Unis,HBO,episode01-409717-29102023-saison2-The-Gilded-Age.html
572,573,The Simpsons,4,35,29-10-2023,Etats-Unis,Fox,episode04-410985-29102023-saison35-The-Simpsons.html
573,574,The Winter King,9,1,29-10-2023,Royaume-Uni,ITVX,episode09-409135-29102023-saison1-The-Winter-King.html
574,575,Acting Good,3,2,30-10-2023,Canada,The Comedy Network,episode03-411295-30102023-saison2-Acting-Good.html
575,576,American Dad!,15,19,30-10-2023,Etats-Unis,TBS (US),episode15-411032-30102023-saison19-American-Dad.html
576,577,Harry Wild,5,2,30-10-2023,Etats-Unis,Acorn TV,episode05-410203-30102023-saison2-Harry-Wild.html
577,578,Murdoch Mysteries,5,17,30-10-2023,Canada,Citytv,episode05-411017-30102023-saison17-Murdoch-Mysteries.html
578,579,SOKO Potsdam,6,6,30-10-2023,Allemagne,ZDF,episode06-410911-30102023-saison6-SOKO-Potsdam.html
579,580,The Irrational,6,1,30-10-2023,Etats-Unis,NBC,episode06-409865-30102023-saison1-The-Irrational.html
580,581,Found,5,1,31-10-2023,Etats-Unis,NBC,episode05-409896-31102023-saison1-Found.html
581,582,The Oval,3,5,31-10-2023,Etats-Unis,BET,episode03-411296-31102023-saison5-The-Oval.html
582,583,American Horror Story,7,12,01-11-2023,Etats-Unis,FX,episode07-411000-01112023-saison12-American-Horror-Story.html
583,584,Black Cake,1,1,01-11-2023,Etats-Unis,Hulu,episode01-410147-01112023-saison1-Black-Cake.html
584,585,Black Cake,2,1,01-11-2023,Etats-Unis,Hulu,episode02-410148-01112023-saison1-Black-Cake.html
585,586,Black Cake,3,1,01-11-2023,Etats-Unis,Hulu,episode03-410149-01112023-saison1-Black-Cake.html
586,587,Chucky,5,3,01-11-2023,Etats-Unis,Syfy,episode05-409118-01112023-saison3-Chucky.html
587,588,Cooper's Bar,5,2,01-11-2023,Etats-Unis,AMC,episode05-411065-01112023-saison2-Cooper-s-Bar.html
588,589,Magnum P.I. (2018),15,5,01-11-2023,Etats-Unis,NBC,episode15-410787-01112023-saison5-Magnum-PI-(2018).html
589,590,Quantum Leap (2022),5,2,01-11-2023,Etats-Unis,NBC,episode05-410596-01112023-saison2-Quantum-Leap-(2022).html
590,591,Robyn Hood,6,1,01-11-2023,Canada,Global,episode06-411297-01112023-saison1-Robyn-Hood.html
591,592,Shetland,1,8,01-11-2023,Royaume-Uni,BBC One,episode01-411316-01112023-saison8-Shetland.html
592,593,SurrealEstate,5,2,01-11-2023,Etats-Unis,Syfy,episode05-410888-01112023-saison2-SurrealEstate.html
593,594,The Morning Show,9,3,01-11-2023,Etats-Unis,Apple TV+,episode09-407704-01112023-saison3-The-Morning-Show.html
594,595,Young Dylan,9,4,01-11-2023,Etats-Unis,Nickelodeon,episode09-411284-01112023-saison4-Young-Dylan.html
595,596,All Creatures Great and Small (2020),5,4,02-11-2023,Royaume-Uni,Channel 5,episode05-411160-02112023-saison4-All-Creatures-Great-and-Small-(2020).html
596,597,All the Light We Cannot See,1,1,02-11-2023,Etats-Unis,Netflix,episode01-404459-02112023-saison1-All-the-Light-We-Cannot-See.html
597,598,All the Light We Cannot See,2,1,02-11-2023,Etats-Unis,Netflix,episode02-404460-02112023-saison1-All-the-Light-We-Cannot-See.html
598,599,All the Light We Cannot See,3,1,02-11-2023,Etats-Unis,Netflix,episode03-404461-02112023-saison1-All-the-Light-We-Cannot-See.html
599,600,All the Light We Cannot See,4,1,02-11-2023,Etats-Unis,Netflix,episode04-404462-02112023-saison1-All-the-Light-We-Cannot-See.html
600,601,À La Carte,8,2,02-11-2023,Etats-Unis,ALLBLK,episode08-410521-02112023-saison2-A-La-Carte.html
601,602,Doom Patrol,11,4,02-11-2023,Etats-Unis,HBO Max,episode11-410008-02112023-saison4-Doom-Patrol.html
602,603,Frasier (2023),5,1,02-11-2023,Etats-Unis,Paramount+,episode05-409727-02112023-saison1-Frasier-(2023).html
603,604,Gadis Kretek,1,1,02-11-2023,Etats-Unis,Netflix,episode01-409077-02112023-saison1-Gadis-Kretek.html
604,605,Kingdom Business,1,2,02-11-2023,Etats-Unis,BET+,episode01-411099-02112023-saison2-Kingdom-Business.html
605,606,La Mesias,5,1,02-11-2023,Espagne,Moviestar+,episode05-410547-02112023-saison1-La-Mesias.html
606,607,Loki,5,2,02-11-2023,Etats-Unis,Disney+,episode05-410905-02112023-saison2-Loki.html
607,608,LT-21,7,1,02-11-2023,France,OCS,episode07-408968-02112023-saison1-LT-21.html
608,609,LT-21,8,1,02-11-2023,France,OCS,episode08-408969-02112023-saison1-LT-21.html
609,610,Star Trek: Lower Decks,10,4,02-11-2023,Etats-Unis,Paramount+,episode10-409764-02112023-saison4-Star-Trek-Lower-Decks.html
610,611,The Vanishing Triangle,3,1,02-11-2023,Etats-Unis,SundanceTV,episode03-410195-02112023-saison1-The-Vanishing-Triangle.html
611,612,Bosch: Legacy,7,2,03-11-2023,Etats-Unis,Amazon Freevee,episode07-409713-03112023-saison2-Bosch-Legacy.html
612,613,Bosch: Legacy,8,2,03-11-2023,Etats-Unis,Amazon Freevee,episode08-409714-03112023-saison2-Bosch-Legacy.html
613,614,Fellow Travelers 1,2,1,03-11-2023,Etats-Unis,Showtime,episode02-411067-03112023-saison1-Fellow-Travelers-1.html
614,615,Ferry - De Serie,1,1,03-11-2023,Etats-Unis,Netflix,episode01-409079-03112023-saison1-Ferry---De-Serie.html
615,616,Gen V,8,1,03-11-2023,Etats-Unis,Prime Video,episode08-408432-03112023-saison1-Gen-V.html
616,617,Goosebumps (2023),8,1,03-11-2023,Etats-Unis,Disney+,episode08-409985-03112023-saison1-Goosebumps-(2023).html
617,618,Invincible,1,2,03-11-2023,Etats-Unis,Prime Video,episode01-408502-03112023-saison2-Invincible.html
618,619,Lessons In Chemistry,5,1,03-11-2023,Etats-Unis,Apple TV+,episode05-406601-03112023-saison1-Lessons-In-Chemistry.html
619,620,Romancero,1,1,03-11-2023,Etats-Unis,Prime Video,episode01-410221-03112023-saison1-Romancero.html
620,621,Shining Vale,4,2,03-11-2023,Etats-Unis,Starz,episode04-411125-03112023-saison2-Shining-Vale.html
621,622,The Good Ship Murder,4,1,03-11-2023,Royaume-Uni,Channel 5,episode04-411245-03112023-saison1-The-Good-Ship-Murder.html
622,623,Transplant,5,4,03-11-2023,Canada,CTV,episode05-409841-03112023-saison4-Transplant.html
623,624,Upload,5,3,03-11-2023,Etats-Unis,Prime Video,episode05-410014-03112023-saison3-Upload.html
624,625,Upload,6,3,03-11-2023,Etats-Unis,Prime Video,episode06-410015-03112023-saison3-Upload.html
625,626,Boomer,10,1,04-11-2023,Belgique,Één,episode10-409831-04112023-saison1-Boomer.html
626,627,Billy the Kid,4,2,05-11-2023,Etats-Unis,Epix,episode04-409590-05112023-saison2-Billy-the-Kid.html
627,628,Bob's Burgers,5,14,05-11-2023,Etats-Unis,Fox,episode05-411285-05112023-saison14-Bob-s-Burgers.html
628,629,Entre Tierras,9,1,05-11-2023,Espagne,ATRESplayer,episode09-410975-05112023-saison1-Entre-Tierras.html
629,630,Family Guy,4,22,05-11-2023,Etats-Unis,Fox,episode04-411119-05112023-saison22-Family-Guy.html
630,631,Fear the Walking Dead,9,8,05-11-2023,Etats-Unis,AMC,episode09-408756-05112023-saison8-Fear-the-Walking-Dead.html
631,632,Krapopolis,7,1,05-11-2023,Etats-Unis,Fox,episode07-410711-05112023-saison1-Krapopolis.html
632,633,Lawmen: Bass Reeves,1,1,05-11-2023,Etats-Unis,Paramount+,episode01-409976-05112023-saison1-Lawmen-Bass-Reeves.html
633,634,Lawmen: Bass Reeves,2,1,05-11-2023,Etats-Unis,Paramount+,episode02-409977-05112023-saison1-Lawmen-Bass-Reeves.html
634,635,Les Mystères de l'amour,13,33,05-11-2023,France,TMC,episode13-411298-05112023-saison33-Les-Mysteres-de-l-amour.html
635,636,Rick and Morty,4,7,05-11-2023,Etats-Unis,Adult Swim,episode04-411272-05112023-saison7-Rick-and-Morty.html
636,637,The Gilded Age,2,2,05-11-2023,Etats-Unis,HBO,episode02-411126-05112023-saison2-The-Gilded-Age.html
637,638,The Simpsons,5,35,05-11-2023,Etats-Unis,Fox,episode05-410986-05112023-saison35-The-Simpsons.html
638,639,The Winter King,10,1,05-11-2023,Royaume-Uni,ITVX,episode10-409136-05112023-saison1-The-Winter-King.html
639,640,Acting Good,4,2,06-11-2023,Canada,The Comedy Network,episode04-411299-06112023-saison2-Acting-Good.html
640,641,Harry Wild,6,2,06-11-2023,Etats-Unis,Acorn TV,episode06-410204-06112023-saison2-Harry-Wild.html
641,642,Murdoch Mysteries,6,17,06-11-2023,Canada,Citytv,episode06-411314-06112023-saison17-Murdoch-Mysteries.html
642,643,The Irrational,7,1,06-11-2023,Etats-Unis,NBC,episode07-409866-06112023-saison1-The-Irrational.html
643,644,Found,6,1,07-11-2023,Etats-Unis,NBC,episode06-409897-07112023-saison1-Found.html
644,645,Black Cake,4,1,08-11-2023,Etats-Unis,Hulu,episode04-410150-08112023-saison1-Black-Cake.html
645,646,Chucky,6,3,08-11-2023,Etats-Unis,Syfy,episode06-409119-08112023-saison3-Chucky.html
646,647,Cooper's Bar,6,2,08-11-2023,Etats-Unis,AMC,episode06-411066-08112023-saison2-Cooper-s-Bar.html
647,648,Magnum P.I. (2018),16,5,08-11-2023,Etats-Unis,NBC,episode16-410796-08112023-saison5-Magnum-PI-(2018).html
648,649,Quantum Leap (2022),6,2,08-11-2023,Etats-Unis,NBC,episode06-410801-08112023-saison2-Quantum-Leap-(2022).html
649,650,Shetland,2,8,08-11-2023,Royaume-Uni,BBC One,episode02-411317-08112023-saison8-Shetland.html
650,651,SurrealEstate,6,2,08-11-2023,Etats-Unis,Syfy,episode06-410889-08112023-saison2-SurrealEstate.html
651,652,The Buccaneers (2023),1,1,08-11-2023,Etats-Unis,Apple TV+,episode01-409067-08112023-saison1-The-Buccaneers-(2023).html
652,653,The Buccaneers (2023),2,1,08-11-2023,Etats-Unis,Apple TV+,episode02-409068-08112023-saison1-The-Buccaneers-(2023).html
653,654,The Buccaneers (2023),3,1,08-11-2023,Etats-Unis,Apple TV+,episode03-409069-08112023-saison1-The-Buccaneers-(2023).html
654,655,The Morning Show,10,3,08-11-2023,Etats-Unis,Apple TV+,episode10-407705-08112023-saison3-The-Morning-Show.html
655,656,The Santa Clauses,1,2,08-11-2023,Etats-Unis,Disney+,episode01-410598-08112023-saison2-The-Santa-Clauses.html
656,657,The Santa Clauses,2,2,08-11-2023,Etats-Unis,Disney+,episode02-410599-08112023-saison2-The-Santa-Clauses.html
657,658,À La Carte,9,2,09-11-2023,Etats-Unis,ALLBLK,episode09-410522-09112023-saison2-A-La-Carte.html
658,659,Doom Patrol,12,4,09-11-2023,Etats-Unis,HBO Max,episode12-410009-09112023-saison4-Doom-Patrol.html
659,660,Frasier (2023),6,1,09-11-2023,Etats-Unis,Paramount+,episode06-409728-09112023-saison1-Frasier-(2023).html
660,661,La Mesias,6,1,09-11-2023,Espagne,Moviestar+,episode06-410548-09112023-saison1-La-Mesias.html
661,662,Loki,6,2,09-11-2023,Etats-Unis,Disney+,episode06-410906-09112023-saison2-Loki.html
662,663,Rap Sh!t,1,2,09-11-2023,Etats-Unis,HBO Max,episode01-408167-09112023-saison2-Rap-Sht.html
663,664,Rap Sh!t,2,2,09-11-2023,Etats-Unis,HBO Max,episode02-408168-09112023-saison2-Rap-Sht.html
664,665,The Vanishing Triangle,4,1,09-11-2023,Etats-Unis,SundanceTV,episode04-410196-09112023-saison1-The-Vanishing-Triangle.html
665,666,Bosch: Legacy,9,2,10-11-2023,Etats-Unis,Amazon Freevee,episode09-409715-10112023-saison2-Bosch-Legacy.html
666,667,Bosch: Legacy,10,2,10-11-2023,Etats-Unis,Amazon Freevee,episode10-409716-10112023-saison2-Bosch-Legacy.html
667,668,Fellow Travelers 1,3,1,10-11-2023,Etats-Unis,Showtime,episode03-411068-10112023-saison1-Fellow-Travelers-1.html
668,669,For All Mankind,1,4,10-11-2023,Etats-Unis,Apple TV+,episode01-410205-10112023-saison4-For-All-Mankind.html
669,670,Goosebumps (2023),9,1,10-11-2023,Etats-Unis,Disney+,episode09-409986-10112023-saison1-Goosebumps-(2023).html
670,671,Lessons In Chemistry,6,1,10-11-2023,Etats-Unis,Apple TV+,episode06-406602-10112023-saison1-Lessons-In-Chemistry.html
671,672,NCIS: Sydney,1,1,10-11-2023,Etats-Unis,Paramount+,episode01-410215-10112023-saison1-NCIS-Sydney.html
672,673,Shining Vale,5,2,10-11-2023,Etats-Unis,Starz,episode05-411127-10112023-saison2-Shining-Vale.html
673,674,The Curse (2023),1,1,10-11-2023,Etats-Unis,Showtime on Demand,episode01-410727-10112023-saison1-The-Curse-(2023).html
674,675,The Good Ship Murder,5,1,10-11-2023,Royaume-Uni,Channel 5,episode05-411246-10112023-saison1-The-Good-Ship-Murder.html
675,676,Transplant,6,4,10-11-2023,Canada,CTV,episode06-409842-10112023-saison4-Transplant.html
676,677,Upload,7,3,10-11-2023,Etats-Unis,Prime Video,episode07-410016-10112023-saison3-Upload.html
677,678,Upload,8,3,10-11-2023,Etats-Unis,Prime Video,episode08-410017-10112023-saison3-Upload.html
678,679,Beacon 23,1,1,12-11-2023,Etats-Unis,Epix,episode01-410617-12112023-saison1-Beacon-23.html
679,680,Entre Tierras,10,1,12-11-2023,Espagne,ATRESplayer,episode10-410976-12112023-saison1-Entre-Tierras.html
680,681,Fear the Walking Dead,10,8,12-11-2023,Etats-Unis,AMC,episode10-408757-12112023-saison8-Fear-the-Walking-Dead.html
